"author","author_date","committer","committer_date","sha","additions","deletions","total"
"GreLI","2015-09-18 16:16:44","GreLI","2015-09-18 16:16:44","97bbd21553198f038f13d00e137303bf3fd9bea0","21","11","32"
"GreLI","2015-09-18 14:35:35","GreLI","2015-09-18 15:50:17","40b57f3980ff749a5c5b6117c30ab115916d25a7","46","35","81"
"GreLI","2015-09-13 12:27:33","GreLI","2015-09-13 12:29:32","c19511ef7ae71a1fd9de4b46b17f41a74f07073c","1","1","2"
"blopker","2015-09-10 20:36:03","GreLI","2015-09-13 12:29:32","176d0329a475b70ad8b593f3c9f8e7a62c345c14","70","69","139"
"GreLI","2015-09-08 16:40:06","GreLI","2015-09-08 16:40:06","eada149cb632531ab893e0ab387065bac703f414","0","40","40"
"betsydupuis","2015-09-07 22:53:17","betsydupuis","2015-09-07 22:55:40","1ede31e4f94fae89b624dda5334c8b98f03e0902","0","40","40"
"GreLI","2015-09-02 12:53:08","GreLI","2015-09-02 12:53:08","db78402c8c2313ba3d7e1a25f43097198bfe7160","2","2","4"
"GreLI","2015-09-02 09:23:13","GreLI","2015-09-02 09:24:06","614bc00d77eee6c0ebdc4b118c9c77ccbae1d901","13","15","28"
"GreLI","2015-08-26 08:06:29","GreLI","2015-08-26 08:06:29","7102ed58cf887082b387bf950586fd258f82b5f3","8","10","18"
"GreLI","2015-08-26 08:00:58","GreLI","2015-08-26 08:00:58","66ae12f8eaa0e14efba540c36c22377897e233b4","3","1","4"
